timestamp,symbol,timeframe,value,price,signal
2024-06-01 00:36:00,BTC/USDT,1m,30792.75,30863.66,-
2024-06-01 00:37:00,BTC/USDT,1m,30826.11,30890.09,-
2024-06-01 00:38:00,BTC/USDT,1m,30862.47,30947.81,-
2024-06-01 00:39:00,BTC/USDT,1m,30906.31,30999.91,-
2024-06-01 00:40:00,BTC/USDT,1m,30959.88,31097.94,-
2024-06-01 00:41:00,BTC/USDT,1m,31012.75,31128.01,-
2024-06-01 00:42:00,BTC/USDT,1m,31071.84,31185.54,-
2024-06-01 00:43:00,BTC/USDT,1m,31136.84,31272.81,-
2024-06-01 00:44:00,BTC/USDT,1m,31215.14,31391.41,-
2024-06-01 00:45:00,BTC/USDT,1m,31294.38,31494.11,-
2024-06-01 00:46:00,BTC/USDT,1m,31381.67,31564.46,-
2024-06-01 00:47:00,BTC/USDT,1m,31458.53,31569.88,-
2024-06-01 00:48:00,BTC/USDT,1m,31534.79,31654.11,-
2024-06-01 00:49:00,BTC/USDT,1m,31603.52,31735.05,-
2024-06-01 00:50:00,BTC/USDT,1m,31657.85,31765.76,-
2024-06-01 00:51:00,BTC/USDT,1m,31709.1,31820.72,-
2024-06-01 00:52:00,BTC/USDT,1m,31774.88,31898.76,-
2024-06-01 00:53:00,BTC/USDT,1m,31839.44,31976.92,-
2024-06-01 00:54:00,BTC/USDT,1m,31910.59,32090.8,-
2024-06-01 00:55:00,BTC/USDT,1m,31996.8,32196.81,-
2024-06-01 00:56:00,BTC/USDT,1m,32083.82,32255.82,-
2024-06-01 00:57:00,BTC/USDT,1m,32168.21,32320.7,-
2024-06-01 00:58:00,BTC/USDT,1m,32251.78,32394.76,-
2024-06-01 00:59:00,BTC/USDT,1m,32322.11,32442.48,-
2024-06-01 01:00:00,BTC/USDT,1m,32396.58,32569.13,-
2024-06-01 01:01:00,BTC/USDT,1m,32475.84,32652.14,-
2024-06-01 01:02:00,BTC/USDT,1m,32559.61,32739.56,-
2024-06-01 01:03:00,BTC/USDT,1m,32641.62,32804.8,-
2024-06-01 01:04:00,BTC/USDT,1m,32736.25,32915.63,-
2024-06-01 01:05:00,BTC/USDT,1m,32831.16,33043.66,-
2024-06-01 01:06:00,BTC/USDT,1m,32929.58,33144.25,-
2024-06-01 01:07:00,BTC/USDT,1m,33034.88,33266.08,-
2024-06-01 01:08:00,BTC/USDT,1m,33148.93,33375.03,-
2024-06-01 01:09:00,BTC/USDT,1m,33262.98,33485.9,-
2024-06-01 01:10:00,BTC/USDT,1m,33367.74,33567.42,-
2024-06-01 01:11:00,BTC/USDT,1m,33468.99,33650.5,-
2024-06-01 01:12:00,BTC/USDT,1m,33574.17,33791.99,-
2024-06-01 01:13:00,BTC/USDT,1m,33678.58,33897.09,-
2024-06-01 01:14:00,BTC/USDT,1m,33778.01,33983.06,-
2024-06-01 01:15:00,BTC/USDT,1m,33882.37,34089.2,-
2024-06-01 01:16:00,BTC/USDT,1m,33997.42,34225.76,-
2024-06-01 01:17:00,BTC/USDT,1m,34097.35,34291.63,-
2024-06-01 01:18:00,BTC/USDT,1m,34195.31,34386.9,-
2024-06-01 01:19:00,BTC/USDT,1m,34299.92,34506.13,-
2024-06-01 01:20:00,BTC/USDT,1m,34412.31,34651.13,-
2024-06-01 01:21:00,BTC/USDT,1m,34518.34,34755.89,-
2024-06-01 01:22:00,BTC/USDT,1m,34627.93,34839.61,-
2024-06-01 01:23:00,BTC/USDT,1m,34738.36,34939.02,-
2024-06-01 01:24:00,BTC/USDT,1m,34854.73,35087.98,-
2024-06-01 01:25:00,BTC/USDT,1m,34968.41,35219.55,-
2024-06-01 01:26:00,BTC/USDT,1m,35079.78,35312.73,-
2024-06-01 01:27:00,BTC/USDT,1m,35193.12,35406.32,-
2024-06-01 01:28:00,BTC/USDT,1m,35304.43,35495.58,-
2024-06-01 01:29:00,BTC/USDT,1m,35412.2,35626.82,-
2024-06-01 01:30:00,BTC/USDT,1m,35520.99,35763.49,-
2024-06-01 01:31:00,BTC/USDT,1m,35632.03,35867.94,-
2024-06-01 01:32:00,BTC/USDT,1m,35746.69,35979.6,-
2024-06-01 01:33:00,BTC/USDT,1m,35876.26,36143.43,-
2024-06-01 01:34:00,BTC/USDT,1m,36011.64,36303.76,-
2024-06-01 01:35:00,BTC/USDT,1m,36152.38,36467.19,-
2024-06-01 01:36:00,BTC/USDT,1m,36312.08,36666.44,-
2024-06-01 01:37:00,BTC/USDT,1m,36469.83,36768.34,-
2024-06-01 01:38:00,BTC/USDT,1m,36623.67,36912.63,-
2024-06-01 01:39:00,BTC/USDT,1m,36769.73,37034.05,-
2024-06-01 01:40:00,BTC/USDT,1m,36908.88,37162.94,-
2024-06-01 01:41:00,BTC/USDT,1m,37037.09,37307.47,-
2024-06-01 01:42:00,BTC/USDT,1m,37182.31,37494.44,-
2024-06-01 01:43:00,BTC/USDT,1m,37330.22,37652.2,-
2024-06-01 01:44:00,BTC/USDT,1m,37481.34,37789.63,-
2024-06-01 01:45:00,BTC/USDT,1m,37632.97,37921.1,-
2024-06-01 01:46:00,BTC/USDT,1m,37784.62,38065.74,-
2024-06-01 01:47:00,BTC/USDT,1m,37942.73,38284.97,-
2024-06-01 01:48:00,BTC/USDT,1m,38112.38,38500.44,-
2024-06-01 01:49:00,BTC/USDT,1m,38293.96,38697.53,-
2024-06-01 01:50:00,BTC/USDT,1m,38485.57,38879.19,-
2024-06-01 01:51:00,BTC/USDT,1m,38688.49,39080.3,-
2024-06-01 01:52:00,BTC/USDT,1m,38882.17,39253.41,-
2024-06-01 01:53:00,BTC/USDT,1m,39068.22,39430.69,-
2024-06-01 01:54:00,BTC/USDT,1m,39244.63,39579.54,-
2024-06-01 01:55:00,BTC/USDT,1m,39419.68,39754.48,-
2024-06-01 01:56:00,BTC/USDT,1m,39601.31,39988.44,-
2024-06-01 01:57:00,BTC/USDT,1m,39779.17,40142.68,-
2024-06-01 01:58:00,BTC/USDT,1m,39966.12,40365.44,-
2024-06-01 01:59:00,BTC/USDT,1m,40164.06,40569.25,-
2024-06-01 02:00:00,BTC/USDT,1m,40370.27,40785.56,-
2024-06-01 02:01:00,BTC/USDT,1m,40578.14,41027.78,-
2024-06-01 02:02:00,BTC/USDT,1m,40796.42,41234.09,-
2024-06-01 02:03:00,BTC/USDT,1m,40996.67,41366.65,-
2024-06-01 02:04:00,BTC/USDT,1m,41194.55,41558.65,-
2024-06-01 02:05:00,BTC/USDT,1m,41399.91,41812.39,-
2024-06-01 02:06:00,BTC/USDT,1m,41600.06,42028.53,-
2024-06-01 02:07:00,BTC/USDT,1m,41808.14,42274.48,-
2024-06-01 02:08:00,BTC/USDT,1m,42048.32,42567.56,-
2024-06-01 02:09:00,BTC/USDT,1m,42297.41,42804.11,-
2024-06-01 02:10:00,BTC/USDT,1m,42531.26,42981.63,-
2024-06-01 02:11:00,BTC/USDT,1m,42757.55,43159.97,-
2024-06-01 02:12:00,BTC/USDT,1m,42975.54,43364.43,-
2024-06-01 02:13:00,BTC/USDT,1m,43174.15,43560.63,-
2024-06-01 02:14:00,BTC/USDT,1m,43369.15,43779.11,-
2024-06-01 02:15:00,BTC/USDT,1m,43587.79,44074.81,-
2024-06-01 02:16:00,BTC/USDT,1m,43830.05,44371.28,-
2024-06-01 02:17:00,BTC/USDT,1m,44082.73,44627.83,-
2024-06-01 02:18:00,BTC/USDT,1m,44351.8,44905.98,-
2024-06-01 02:19:00,BTC/USDT,1m,44630.25,45171.37,-
2024-06-01 02:20:00,BTC/USDT,1m,44891.04,45378.76,-
2024-06-01 02:21:00,BTC/USDT,1m,45136.07,45596.39,-
2024-06-01 02:22:00,BTC/USDT,1m,45382.44,45859.69,-
2024-06-01 02:23:00,BTC/USDT,1m,45621.44,46100.98,-
2024-06-01 02:24:00,BTC/USDT,1m,45862.89,46378.63,-
2024-06-01 02:25:00,BTC/USDT,1m,46107.37,46601.14,-
2024-06-01 02:26:00,BTC/USDT,1m,46350.21,46810.59,-
2024-06-01 02:27:00,BTC/USDT,1m,46594.05,47078.92,-
2024-06-01 02:28:00,BTC/USDT,1m,46850.54,47383.43,-
2024-06-01 02:29:00,BTC/USDT,1m,47110.54,47678.63,-
2024-06-01 02:30:00,BTC/USDT,1m,47394.01,48018.49,-
2024-06-01 02:31:00,BTC/USDT,1m,47697.56,48328.31,-
2024-06-01 02:32:00,BTC/USDT,1m,48007.02,48626.24,-
2024-06-01 02:33:00,BTC/USDT,1m,48315.12,48923.95,-
2024-06-01 02:34:00,BTC/USDT,1m,48627.17,49238.87,-
2024-06-01 02:35:00,BTC/USDT,1m,48944.77,49606.49,-
2024-06-01 02:36:00,BTC/USDT,1m,49267.55,49942.18,-
2024-06-01 02:37:00,BTC/USDT,1m,49595.74,50267.19,-
2024-06-01 02:38:00,BTC/USDT,1m,49918.77,50539.13,-
2024-06-01 02:39:00,BTC/USDT,1m,50238.79,50838.94,-
2024-06-01 02:40:00,BTC/USDT,1m,50553.91,51182.12,-
2024-06-01 02:41:00,BTC/USDT,1m,50874.5,51545.1,-
2024-06-01 02:42:00,BTC/USDT,1m,51191.68,51853.09,-
2024-06-01 02:43:00,BTC/USDT,1m,51528.03,52220.88,-
2024-06-01 02:44:00,BTC/USDT,1m,51865.97,52528.64,-
2024-06-01 02:45:00,BTC/USDT,1m,52196.7,52835.79,-
2024-06-01 02:46:00,BTC/USDT,1m,52521.23,53167.77,-
2024-06-01 02:47:00,BTC/USDT,1m,52869.54,53594.63,-
2024-06-01 02:48:00,BTC/USDT,1m,53225.76,54001.95,-
2024-06-01 02:49:00,BTC/USDT,1m,53599.7,54398.38,-
2024-06-01 02:50:00,BTC/USDT,1m,53982.43,54749.43,-
2024-06-01 02:51:00,BTC/USDT,1m,54365.55,55083.37,-
2024-06-01 02:52:00,BTC/USDT,1m,54736.94,55451.58,-
2024-06-01 02:53:00,BTC/USDT,1m,55097.09,55802.69,-
2024-06-01 02:54:00,BTC/USDT,1m,55444.57,56135.8,-
2024-06-01 02:55:00,BTC/USDT,1m,55796.75,56510.29,-
2024-06-01 02:56:00,BTC/USDT,1m,56154.68,56873.03,-
2024-06-01 02:57:00,BTC/USDT,1m,56499.32,57174.81,-
2024-06-01 02:58:00,BTC/USDT,1m,56856.9,57590.59,-
2024-06-01 02:59:00,BTC/USDT,1m,57229.84,58000.5,-
2024-06-01 03:00:00,BTC/USDT,1m,57619.18,58456.99,-
2024-06-01 03:01:00,BTC/USDT,1m,57996.23,58758.25,-
2024-06-01 03:02:00,BTC/USDT,1m,58390.46,59145.96,-
2024-06-01 03:03:00,BTC/USDT,1m,58783.54,59556.01,-
2024-06-01 03:04:00,BTC/USDT,1m,59195.32,60059.38,-
2024-06-01 03:05:00,BTC/USDT,1m,59599.15,60476.17,-
2024-06-01 03:06:00,BTC/USDT,1m,60007.64,60800.68,-
2024-06-01 03:07:00,BTC/USDT,1m,60431.22,61263.85,-
2024-06-01 03:08:00,BTC/USDT,1m,60840.5,61602.42,-
2024-06-01 03:09:00,BTC/USDT,1m,61244.21,62077.92,-
2024-06-01 03:10:00,BTC/USDT,1m,61647.42,62492.25,-
2024-06-01 03:11:00,BTC/USDT,1m,62078.35,62955.33,-
2024-06-01 03:12:00,BTC/USDT,1m,62514.81,63446.12,-
2024-06-01 03:13:00,BTC/USDT,1m,62975.12,63903.96,-
2024-06-01 03:14:00,BTC/USDT,1m,63438.71,64395.91,-
2024-06-01 03:15:00,BTC/USDT,1m,63921.61,64906.75,-
2024-06-01 03:16:00,BTC/USDT,1m,64414.62,65420.37,-
2024-06-01 03:17:00,BTC/USDT,1m,64904.1,65893.52,-
2024-06-01 03:18:00,BTC/USDT,1m,65388.86,66327.75,-
2024-06-01 03:19:00,BTC/USDT,1m,65864.22,66772.71,-
2024-06-01 03:20:00,BTC/USDT,1m,66320.6,67188.65,-
2024-06-01 03:21:00,BTC/USDT,1m,66756.54,67600.08,-
2024-06-01 03:22:00,BTC/USDT,1m,67180.75,68014.57,-
2024-06-01 03:23:00,BTC/USDT,1m,67624.18,68544.9,-
2024-06-01 03:24:00,BTC/USDT,1m,68082.56,69064.62,-
2024-06-01 03:25:00,BTC/USDT,1m,68570.48,69628.24,-
2024-06-01 03:26:00,BTC/USDT,1m,69071.34,70104.38,-
2024-06-01 03:27:00,BTC/USDT,1m,69586.19,70588.79,-
2024-06-01 03:28:00,BTC/USDT,1m,70081.22,71020.09,-
2024-06-01 03:29:00,BTC/USDT,1m,70572.03,71518.67,-
2024-06-01 03:30:00,BTC/USDT,1m,71041.09,71973.52,-
2024-06-01 03:31:00,BTC/USDT,1m,71529.95,72548.67,-
2024-06-01 03:32:00,BTC/USDT,1m,72033.45,73106.29,-
2024-06-01 03:33:00,BTC/USDT,1m,72555.69,73631.31,-
2024-06-01 03:34:00,BTC/USDT,1m,73089.19,74186.14,-
2024-06-01 03:35:00,BTC/USDT,1m,73630.57,74680.45,-
2024-06-01 03:36:00,BTC/USDT,1m,74147.55,75133.54,-
2024-06-01 03:37:00,BTC/USDT,1m,74676.74,75752.25,-
2024-06-01 03:38:00,BTC/USDT,1m,75205.81,76276.66,-
2024-06-01 03:39:00,BTC/USDT,1m,75723.27,76773.43,-
2024-06-01 03:40:00,BTC/USDT,1m,76269.05,77409.35,-
2024-06-01 03:41:00,BTC/USDT,1m,76857.67,78076.64,-
2024-06-01 03:42:00,BTC/USDT,1m,77419.78,78562.84,-
2024-06-01 03:43:00,BTC/USDT,1m,78007.42,79214.85,-
2024-06-01 03:44:00,BTC/USDT,1m,78610.02,79786.43,-
2024-06-01 03:45:00,BTC/USDT,1m,79200.59,80362.21,-
2024-06-01 03:46:00,BTC/USDT,1m,79781.43,80980.8,-
2024-06-01 03:47:00,BTC/USDT,1m,80387.48,81593.13,-
2024-06-01 03:48:00,BTC/USDT,1m,81005.32,82304.04,-
2024-06-01 03:49:00,BTC/USDT,1m,81603.52,82777.41,-
2024-06-01 03:50:00,BTC/USDT,1m,82224.1,83465.14,-
2024-06-01 03:51:00,BTC/USDT,1m,82848.78,84104.19,-
2024-06-01 03:52:00,BTC/USDT,1m,83440.08,84549.63,-
2024-06-01 03:53:00,BTC/USDT,1m,84031.83,85262.79,-
2024-06-01 03:54:00,BTC/USDT,1m,84652.73,85881.92,-
2024-06-01 03:55:00,BTC/USDT,1m,85271.28,86557.88,-
2024-06-01 03:56:00,BTC/USDT,1m,85915.03,87322.91,-
2024-06-01 03:57:00,BTC/USDT,1m,86593.3,87941.0,-
2024-06-01 03:58:00,BTC/USDT,1m,87236.45,88478.54,-
2024-06-01 03:59:00,BTC/USDT,1m,87894.07,89170.0,-
2024-06-01 04:00:00,BTC/USDT,1m,88560.26,89888.87,-
2024-06-01 04:01:00,BTC/USDT,1m,89202.52,90534.21,-
2024-06-01 04:02:00,BTC/USDT,1m,89852.22,91189.5,-
2024-06-01 04:03:00,BTC/USDT,1m,90520.75,91821.18,-
2024-06-01 04:04:00,BTC/USDT,1m,91196.37,92548.07,-
2024-06-01 04:05:00,BTC/USDT,1m,91863.93,93226.71,-
2024-06-01 04:06:00,BTC/USDT,1m,92551.62,93972.63,-
2024-06-01 04:07:00,BTC/USDT,1m,93251.87,94690.74,-
2024-06-01 04:08:00,BTC/USDT,1m,93941.86,95271.17,-
2024-06-01 04:09:00,BTC/USDT,1m,94631.16,95994.55,-
2024-06-01 04:10:00,BTC/USDT,1m,95357.46,96858.21,-
2024-06-01 04:11:00,BTC/USDT,1m,96060.9,97489.85,-
2024-06-01 04:12:00,BTC/USDT,1m,96806.37,98418.06,-
2024-06-01 04:13:00,BTC/USDT,1m,97589.03,99184.49,-
2024-06-01 04:14:00,BTC/USDT,1m,98392.41,100011.46,-
2024-06-01 04:15:00,BTC/USDT,1m,99180.48,100798.54,-
2024-06-01 04:16:00,BTC/USDT,1m,99987.35,101524.18,-
2024-06-01 04:17:00,BTC/USDT,1m,100743.0,102196.32,-
2024-06-01 04:18:00,BTC/USDT,1m,101509.34,103016.18,-
2024-06-01 04:19:00,BTC/USDT,1m,102246.23,103695.94,-
2024-06-01 04:20:00,BTC/USDT,1m,103018.09,104657.81,-
2024-06-01 04:21:00,BTC/USDT,1m,103832.54,105596.46,-
2024-06-01 04:22:00,BTC/USDT,1m,104681.01,106438.66,-
2024-06-01 04:23:00,BTC/USDT,1m,105513.43,107178.27,-
2024-06-01 04:24:00,BTC/USDT,1m,106389.32,108075.41,-
2024-06-01 04:25:00,BTC/USDT,1m,107228.54,108853.9,-
2024-06-01 04:26:00,BTC/USDT,1m,108028.47,109596.13,-
2024-06-01 04:27:00,BTC/USDT,1m,108804.1,110316.8,-
2024-06-01 04:28:00,BTC/USDT,1m,109612.38,111219.66,-
2024-06-01 04:29:00,BTC/USDT,1m,110429.34,112160.23,-
2024-06-01 04:30:00,BTC/USDT,1m,111265.46,113034.5,-
2024-06-01 04:31:00,BTC/USDT,1m,112115.5,113846.29,-
2024-06-01 04:32:00,BTC/USDT,1m,112972.72,114602.9,-
2024-06-01 04:33:00,BTC/USDT,1m,113823.22,115472.17,-
2024-06-01 04:34:00,BTC/USDT,1m,114668.35,116385.89,-
2024-06-01 04:35:00,BTC/USDT,1m,115515.83,117271.89,-
2024-06-01 04:36:00,BTC/USDT,1m,116385.09,118192.58,-
2024-06-01 04:37:00,BTC/USDT,1m,117297.94,119167.16,-
2024-06-01 04:38:00,BTC/USDT,1m,118222.72,120096.1,-
2024-06-01 04:39:00,BTC/USDT,1m,119163.84,121091.49,-
2024-06-01 04:40:00,BTC/USDT,1m,120136.39,122134.62,-
2024-06-01 04:41:00,BTC/USDT,1m,121135.35,123187.4,-
2024-06-01 04:42:00,BTC/USDT,1m,122153.74,124259.08,-
2024-06-01 04:43:00,BTC/USDT,1m,123204.25,125348.64,-
2024-06-01 04:44:00,BTC/USDT,1m,124280.17,126471.12,-
2024-06-01 04:45:00,BTC/USDT,1m,125363.27,127550.13,-
2024-06-01 04:46:00,BTC/USDT,1m,126459.34,128667.74,-
2024-06-01 04:47:00,BTC/USDT,1m,127515.24,129538.56,-
2024-06-01 04:48:00,BTC/USDT,1m,128551.96,130532.27,-
2024-06-01 04:49:00,BTC/USDT,1m,129600.97,131716.16,-
2024-06-01 04:50:00,BTC/USDT,1m,130616.58,132628.17,-
2024-06-01 04:51:00,BTC/USDT,1m,131595.43,133561.97,-
2024-06-01 04:52:00,BTC/USDT,1m,132606.08,134591.82,-
2024-06-01 04:53:00,BTC/USDT,1m,133603.14,135517.6,-
2024-06-01 04:54:00,BTC/USDT,1m,134613.05,136765.67,-
2024-06-01 04:55:00,BTC/USDT,1m,135622.92,137677.53,-
2024-06-01 04:56:00,BTC/USDT,1m,136694.77,138921.25,-
2024-06-01 04:57:00,BTC/USDT,1m,137774.14,139988.67,-
2024-06-01 04:58:00,BTC/USDT,1m,138868.82,140990.97,-
2024-06-01 04:59:00,BTC/USDT,1m,139895.26,141897.88,-
2024-06-01 05:00:00,BTC/USDT,1m,140951.35,142958.0,-
2024-06-01 05:01:00,BTC/USDT,1m,141978.79,144058.45,-
2024-06-01 05:02:00,BTC/USDT,1m,143006.8,145128.7,-
2024-06-01 05:03:00,BTC/USDT,1m,143988.69,145900.43,-
2024-06-01 05:04:00,BTC/USDT,1m,144984.22,146875.52,-
2024-06-01 05:05:00,BTC/USDT,1m,145992.92,148001.5,-
2024-06-01 05:06:00,BTC/USDT,1m,147025.85,149223.08,-
2024-06-01 05:07:00,BTC/USDT,1m,148080.2,150400.48,-
2024-06-01 05:08:00,BTC/USDT,1m,149216.26,151580.7,-
2024-06-01 05:09:00,BTC/USDT,1m,150438.37,152986.11,-
2024-06-01 05:10:00,BTC/USDT,1m,151655.5,154087.14,-
2024-06-01 05:11:00,BTC/USDT,1m,152861.68,155253.96,-
2024-06-01 05:12:00,BTC/USDT,1m,154102.8,156606.07,-
2024-06-01 05:13:00,BTC/USDT,1m,155379.19,157962.68,-
2024-06-01 05:14:00,BTC/USDT,1m,156625.41,159217.22,-
2024-06-01 05:15:00,BTC/USDT,1m,157886.39,160392.0,-
2024-06-01 05:16:00,BTC/USDT,1m,159189.63,161770.17,-
2024-06-01 05:17:00,BTC/USDT,1m,160475.07,163033.29,-
2024-06-01 05:18:00,BTC/USDT,1m,161776.9,164471.83,-
2024-06-01 05:19:00,BTC/USDT,1m,163098.18,165823.63,-
2024-06-01 05:20:00,BTC/USDT,1m,164438.84,167095.28,-
2024-06-01 05:21:00,BTC/USDT,1m,165789.96,168525.76,-
2024-06-01 05:22:00,BTC/USDT,1m,167140.48,169785.9,-
2024-06-01 05:23:00,BTC/USDT,1m,168472.49,171131.9,-
2024-06-01 05:24:00,BTC/USDT,1m,169772.86,172325.44,-
2024-06-01 05:25:00,BTC/USDT,1m,171112.16,173791.82,-
2024-06-01 05:26:00,BTC/USDT,1m,172458.87,175259.31,-
2024-06-01 05:27:00,BTC/USDT,1m,173804.7,176515.04,-
2024-06-01 05:28:00,BTC/USDT,1m,175140.32,177810.0,-
2024-06-01 05:29:00,BTC/USDT,1m,176536.8,179307.81,-
2024-06-01 05:30:00,BTC/USDT,1m,177973.6,180975.84,-
2024-06-01 05:31:00,BTC/USDT,1m,179395.39,182368.28,-
2024-06-01 05:32:00,BTC/USDT,1m,180842.19,183749.01,-
2024-06-01 05:33:00,BTC/USDT,1m,182309.04,185144.28,-
2024-06-01 05:34:00,BTC/USDT,1m,183805.73,186791.22,-
2024-06-01 05:35:00,BTC/USDT,1m,185257.28,188233.59,-
2024-06-01 05:36:00,BTC/USDT,1m,186705.34,189608.62,-
2024-06-01 05:37:00,BTC/USDT,1m,188197.45,191209.55,-
2024-06-01 05:38:00,BTC/USDT,1m,189683.36,192573.84,-
2024-06-01 05:39:00,BTC/USDT,1m,191137.51,194061.97,-
2024-06-01 05:40:00,BTC/USDT,1m,192580.47,195448.36,-
2024-06-01 05:41:00,BTC/USDT,1m,194079.56,197104.09,-
2024-06-01 05:42:00,BTC/USDT,1m,195564.75,198635.51,-
2024-06-01 05:43:00,BTC/USDT,1m,197140.57,200452.9,-
2024-06-01 05:44:00,BTC/USDT,1m,198685.56,201786.92,-
2024-06-01 05:45:00,BTC/USDT,1m,200257.33,203307.25,-
2024-06-01 05:46:00,BTC/USDT,1m,201777.21,204703.46,-
2024-06-01 05:47:00,BTC/USDT,1m,203270.53,206102.1,-
2024-06-01 05:48:00,BTC/USDT,1m,204724.79,207724.22,-
2024-06-01 05:49:00,BTC/USDT,1m,206263.88,209482.39,-
2024-06-01 05:50:00,BTC/USDT,1m,207793.13,210953.47,-
2024-06-01 05:51:00,BTC/USDT,1m,209368.65,212581.08,-
2024-06-01 05:52:00,BTC/USDT,1m,211006.99,214293.79,-
2024-06-01 05:53:00,BTC/USDT,1m,212647.19,215925.23,-
2024-06-01 05:54:00,BTC/USDT,1m,214207.16,217282.21,-
2024-06-01 05:55:00,BTC/USDT,1m,215830.22,219068.81,-
2024-06-01 05:56:00,BTC/USDT,1m,217481.19,220835.92,-
2024-06-01 05:57:00,BTC/USDT,1m,219144.03,222607.98,-
2024-06-01 05:58:00,BTC/USDT,1m,220878.18,224595.98,-
2024-06-01 05:59:00,BTC/USDT,1m,222651.0,226146.32,-
2024-06-01 06:00:00,BTC/USDT,1m,224365.61,227641.87,-
2024-06-01 06:01:00,BTC/USDT,1m,226049.1,229253.35,-
2024-06-01 06:02:00,BTC/USDT,1m,227747.37,231099.32,-
2024-06-01 06:03:00,BTC/USDT,1m,229365.44,232686.34,-
2024-06-01 06:04:00,BTC/USDT,1m,230996.33,234300.79,-
2024-06-01 06:05:00,BTC/USDT,1m,232661.99,235970.13,-
2024-06-01 06:06:00,BTC/USDT,1m,234409.32,237990.04,-
2024-06-01 06:07:00,BTC/USDT,1m,236131.16,239708.52,-
2024-06-01 06:08:00,BTC/USDT,1m,237899.24,241526.74,-
2024-06-01 06:09:00,BTC/USDT,1m,239698.2,243295.59,-
2024-06-01 06:10:00,BTC/USDT,1m,241542.64,245192.29,-
2024-06-01 06:11:00,BTC/USDT,1m,243347.66,247015.17,-
2024-06-01 06:12:00,BTC/USDT,1m,245185.97,248900.06,-
2024-06-01 06:13:00,BTC/USDT,1m,247020.81,250700.96,-
2024-06-01 06:14:00,BTC/USDT,1m,248863.09,252506.98,-
2024-06-01 06:15:00,BTC/USDT,1m,250739.1,254572.33,-
2024-06-01 06:16:00,BTC/USDT,1m,252702.63,256832.8,-
2024-06-01 06:17:00,BTC/USDT,1m,254691.16,258842.73,-
2024-06-01 06:18:00,BTC/USDT,1m,256709.84,260794.34,-
2024-06-01 06:19:00,BTC/USDT,1m,258842.07,263168.13,-
2024-06-01 06:20:00,BTC/USDT,1m,260912.78,264925.89,-
2024-06-01 06:21:00,BTC/USDT,1m,262968.83,267113.08,-
2024-06-01 06:22:00,BTC/USDT,1m,265037.96,269188.34,-
2024-06-01 06:23:00,BTC/USDT,1m,267125.99,271234.5,-
2024-06-01 06:24:00,BTC/USDT,1m,269083.87,272957.53,-
